jahr,krankenkasse_x,quartal,mitglieder,versicherte,zusatzbeitrag,kasse_clean,krankenkasse_y,marktanteil versicherte,marktanteil mitglieder,insured_lag,churn_rate,zusatzbeitrag_lag,treatment_flag,morbidity_index,Mitglied/Kunde einer Krankenkasse/Krankenversicherung,zusatzbeitrag_avg,propensity_score,treatment
2023,DAK Gesundheit,1,4525352,5520801,1.7,dak gesundheit,DAK Gesundheit,0.0749666268284706,0.078341795933795,5539197.0,0.0033210589910414,1.5,True,1.17,,1.4433272837265578,0.003358758688520342,1
2025,DAK Gesundheit,1,4468295,5436717,2.8,dak gesundheit,DAK Gesundheit,0.0731403005401908,0.0764313815796706,5477371.0,0.0074221738859755,1.7,True,1.164807906732845,,2.9382978723404256,0.0009657021719215688,1
2021,Debeka BKK,1,127387,150775,0.9,debeka bkk,Debeka BKK,0.0022273949969253,0.0023917253438625,150316.0,-0.0030535671518667,0.7,True,0.6,,1.2246601941747572,0.07890056203605642,1
2021,Debeka BKK,4,142730,170012,1.2,debeka bkk,Debeka BKK,0.0022273949969253,0.0023917253438625,163303.0,-0.0410831399300686,0.9,True,0.6,,1.2483333333333333,0.056816740488468145,1
2022,Debeka BKK,3,146011,174857,1.49,debeka bkk,Debeka BKK,0.002392639773241,0.0025564736051306,172569.0,-0.01325846473005,1.2,True,0.6272849119249192,,1.2661855670103093,0.04032683198973803,1
2023,Debeka BKK,1,148537,177732,1.69,debeka bkk,Debeka BKK,0.0024611345603202,0.0026161454222765,176051.0,-0.0095483695065634,1.49,True,0.61,Debeka BKK,1.4433272837265578,0.032634921941895455,1
2025,Debeka BKK,1,155898,187157,3.25,debeka bkk,Debeka BKK,0.0025671349328596,0.0027026693226823,186744.0,-0.0022115837724371,1.69,True,0.6235739512509322,,2.9382978723404256,0.005428998312484343,1
2016,Deutsche BKK,1,882647,1116515,1.1,deutsche bkk,Deutsche BKK,0.015482151935752,0.0159319118562933,1124459.0,0.0070647306838221,0.9,True,1.077137419000142,,0.964970617772008,0.03248477547083492,1
2016,DIE BERGISCHE KRANKENKASSE,1,52936,73559,1.0,die bergische krankenkasse,DIE BERGISCHE KRANKENKASSE,0.0010607868023367,0.0009924539841313,72727.0,-0.0114400429001608,0.6,True,0.7301904058226515,,0.964970617772008,0.06621335359582889,1
2017,DIE BERGISCHE KRANKENKASSE,1,55011,75742,1.39,die bergische krankenkasse,DIE BERGISCHE KRANKENKASSE,0.001040585226799,0.0009773302857155,75714.0,-0.0003698127162744,1.0,True,0.7557687235748868,,1.0274342306083823,0.042335641959329796,1
2020,DIE BERGISCHE KRANKENKASSE,1,53872,72269,1.28,die bergische krankenkasse,DIE BERGISCHE KRANKENKASSE,0.0009959778717567,0.0009538416073393,72390.0,0.0016715015886172,1.15,True,0.7906745499417952,,1.0725714285714285,0.046658748337262794,1
2021,DIE BERGISCHE KRANKENKASSE,1,54281,72128,1.4,die bergische krankenkasse,DIE BERGISCHE KRANKENKASSE,0.0009944874577105,0.0009583932266994,72307.0,0.0024755556170218,1.28,True,0.83,,1.2246601941747572,0.03968348051180354,1
2023,DIE BERGISCHE KRANKENKASSE,1,56507,74103,1.6,die bergische krankenkasse,DIE BERGISCHE KRANKENKASSE,0.0010127526405814,0.000988625309617,73859.0,-0.0033035919793119,1.4,True,0.89,,1.4433272837265578,0.03033406496493032,1
2024,DIE BERGISCHE KRANKENKASSE,1,57785,75236,1.99,die bergische krankenkasse,DIE BERGISCHE KRANKENKASSE,0.0010284322602732,0.0010073254448489,74818.0,-0.0055868908551418,1.6,True,0.92,,1.6360739436619718,0.019079494197637197,1
2025,DIE BERGISCHE KRANKENKASSE,1,59004,76423,2.95,die bergische krankenkasse,DIE BERGISCHE KRANKENKASSE,0.0010371585549005,0.0010153248125829,76337.0,-0.0011265834392234,1.99,True,0.9471515817702244,,2.9382978723404256,0.006222082694348079,1
2016,E.ON BKK,1,6577,9093,1.1,e.on bkk,E.ON BKK,0.000129277499247,0.0001214112727899,9110.0,0.0018660812294182,0.9,True,0.9078327040130904,,0.964970617772008,0.053318686476199174,1
2016,energie BKK,1,120991,153998,1.1,energie bkk,energie BKK,0.0021919310489143,0.0021151371871523,154277.0,0.0018084354764482,0.9,True,0.9370379066085938,,0.964970617772008,0.049759532324,1
2020,energie BKK,1,114184,147925,1.46,energie bkk,energie BKK,0.0019936909667741,0.0019809291420395,148968.0,0.0070015036786423,1.1,True,1.008036701044724,,1.0725714285714285,0.03169789656052113,1
2023,energie BKK,1,109099,137862,1.59,energie bkk,energie BKK,0.0018679958154233,0.0018899563900999,138829.0,0.0069654034819814,1.38,True,1.09,,1.4433272837265578,0.02584692020649778,1
2025,energie BKK,1,107659,134224,2.98,energie bkk,energie BKK,0.0018093510957264,0.001844806967431,135347.0,0.0082971916629108,1.59,True,1.136293799447745,,2.9382978723404256,0.005096812239761645,1
2016,EY BKK,1,8227,11484,0.99,ey bkk,EY BKK,0.0001686535061137,0.0001558495199949,11280.0,-0.0180851063829787,0.69,True,0.5734625142143804,,0.964970617772008,0.07635152543150714,1
2021,EY BKK,1,11031,15833,1.29,ey bkk,EY BKK,0.0002193339323976,0.0001945534439137,15750.0,-0.0052698412698412,0.94,True,0.57,,1.2246601941747572,0.05523101863345507,1
2023,EY BKK,1,11602,16793,1.54,ey bkk,EY BKK,0.0002283514329389,0.0002005379913045,16654.0,-0.0083463432208478,1.29,True,0.58,,1.4433272837265578,0.041605211890508594,1
2016,Heimat Krankenkasse,1,87683,121879,1.1,heimat krankenkasse,Heimat Krankenkasse,0.0017048823044803,0.0015953645973027,122361.0,0.003939163622396,0.9,True,0.7548083951890535,,0.964970617772008,0.05741263633110513,1
2023,Heimat Krankenkasse,1,91165,120183,1.3,heimat krankenkasse,Heimat Krankenkasse,0.0016457467724613,0.0015992524213386,120339.0,0.0012963378455862,1.1,True,0.87,Heimat Krankenkasse,1.4433272837265578,0.042374950678634955,1
2024,Heimat Krankenkasse,1,92267,120311,1.84,heimat krankenkasse,Heimat Krankenkasse,0.0016140367420664,0.001570253642946,121425.0,0.0091743874819847,1.3,True,0.89,Heimat Krankenkasse,1.6360739436619718,0.022771193773448373,1
2024,Heimat Krankenkasse,4,91802,118881,2.5,heimat krankenkasse,Heimat Krankenkasse,0.0016140367420664,0.001570253642946,119331.0,0.0037710234557658,1.84,True,0.89,Heimat Krankenkasse,2.0202699530516433,0.010738852155073052,1
2025,Heimat Krankenkasse,1,89086,115294,3.1,heimat krankenkasse,Heimat Krankenkasse,0.0015339819012124,0.0015143136288536,118881.0,0.0301730301730301,2.5,True,0.9000998828003782,,2.9382978723404256,0.005347409538472863,1
2016,hkk,1,311988,413773,0.59,hkk,hkk,0.0068575221249054,0.0067252010849071,411513.0,-0.0054919285660477,0.4,True,0.7922025445296039,,0.964970617772008,0.08813252120314484,1
2022,hkk,1,665535,852263,0.69,hkk,hkk,0.0121525112892513,0.0121336414483228,841285.0,-0.0130490856249665,0.39,True,0.7689948542458485,,1.2747422680412372,0.07018573657290172,1
2023,hkk,1,708460,904661,0.98,hkk,hkk,0.0124243168236206,0.0124166266619177,902295.0,-0.0026222022730925,0.69,True,0.76,hkk,1.4433272837265578,0.05049529597493494,1
2025,hkk,1,738395,937994,2.19,hkk,hkk,0.0128803288340467,0.0129087627849402,936612.0,-0.001475530956255,0.98,True,0.7476489408283417,,2.9382978723404256,0.012891251611386495,1
2017,IKK Brandenburg und Berlin,1,197126,237039,0.89,ikk brandenburg und berlin,IKK Brandenburg und Berlin,0.0033588406147428,0.0035963743402901,234832.0,-0.0093982080806704,0.6,True,1.024336261853561,,1.0274342306083823,0.057254140760540875,1
2018,IKK Brandenburg und Berlin,3,203502,246024,1.3,ikk brandenburg und berlin,IKK Brandenburg und Berlin,0.0033930664576932,0.003614557634079,245090.0,-0.0038108449957158,0.89,True,1.025597960340102,,1.0345470744754677,0.03623572094353388,1
2019,IKK Brandenburg und Berlin,3,199227,241359,1.49,ikk brandenburg und berlin,IKK Brandenburg und Berlin,0.0033259966894716,0.0035227501392869,242140.0,0.0032254067894606,1.3,True,1.049882205460166,,1.0157798165137617,0.028788915984296053,1
2023,IKK Brandenburg und Berlin,1,190442,229807,1.77,ikk brandenburg und berlin,IKK Brandenburg und Berlin,0.0030928946533381,0.003269589263508,230427.0,0.0026906569108654,1.49,True,1.14,IKK Brandenburg und Berlin,1.4433272837265578,0.019682835557643327,1
2024,IKK Brandenburg und Berlin,1,187872,226205,1.99,ikk brandenburg und berlin,IKK Brandenburg und Berlin,0.0030159733950421,0.0031921104432616,227140.0,0.0041164039799242,1.77,True,1.16,IKK Brandenburg und Berlin,1.6360739436619718,0.015109223262250579,1
2025,IKK Brandenburg und Berlin,1,183723,220603,3.1,ikk brandenburg und berlin,IKK Brandenburg und Berlin,0.0029844250727617,0.0031508964251002,221516.0,0.0041215984398418,1.99,True,1.174483483436954,,2.9382978723404256,0.004183930404306252,1
2016,IKK classic,1,2659544,3499067,1.4,ikk classic,IKK classic,0.0480164576466377,0.0474346640736348,3510465.0,0.0032468633072826,0.8,True,0.9238709292800956,,0.964970617772008,0.01152210826189308,1
2021,IKK classic,1,2442111,3104209,1.3,ikk classic,IKK classic,0.042486768669062,0.0428193084462472,3113412.0,0.0029559210281196,1.0,True,1.01,,1.2246601941747572,0.013864892151534792,1
2023,IKK classic,1,2429926,3059269,1.6,ikk classic,IKK classic,0.0413706917795445,0.0419924685425338,3064304.0,0.0016431137380625,1.3,True,1.04,IKK classic,1.4433272837265578,0.009776112825492865,1
2024,IKK classic,1,2416381,3023878,1.7,ikk classic,IKK classic,0.0407390517203044,0.0414564541516344,3038817.0,0.0049160577948589,1.6,True,1.05,IKK classic,1.6360739436619718,0.008726066870471822,1
2024,IKK classic,3,2408375,3017358,2.19,ikk classic,IKK classic,0.0407390517203044,0.0414564541516344,3022946.0,0.0018485278929891,1.7,True,1.05,IKK classic,1.7955281690140843,0.004992471643007261,1
2025,IKK classic,1,2389443,2972381,3.4,ikk classic,IKK classic,0.0398802034883224,0.0406664104973662,3002201.0,0.0099327126997825,2.19,True,1.058625835281871,,2.9382978723404256,0.001234318101015118,1
2021,IKK gesund plus,1,365441,456462,1.1,ikk gesund plus,IKK gesund plus,0.0062199792527115,0.0063703195308556,456597.0,0.0002956655431376,0.6,True,0.93,,1.2246601941747572,0.04525887456612275,1
2024,IKK gesund plus,1,357793,442406,1.49,ikk gesund plus,IKK gesund plus,0.0059604357200302,0.0061289560286011,444156.0,0.0039400570970559,1.1,True,0.98,IKK gesund plus,1.6360739436619718,0.028333710129932504,1
2024,IKK gesund plus,4,357579,439508,2.39,ikk gesund plus,IKK gesund plus,0.0059604357200302,0.0061289560286011,440539.0,0.0023403149323896,1.49,True,0.98,IKK gesund plus,2.0202699530516433,0.01018773481017382,1
2025,IKK gesund plus,1,351861,432189,3.39,ikk gesund plus,IKK gesund plus,0.0057994643653229,0.0060000806221587,439508.0,0.016652711668502,2.39,True,0.9898907229417232,,2.9382978723404256,0.0031979289129781996,1
2017,IKK Südwest,3,476848,657789,1.5,ikk südwest,IKK Südwest,0.0091221579572374,0.0085464132352086,657071.0,-0.0010927281831035,1.2,True,0.7851807838956274,,1.0389386553871434,0.030157439004631404,1
2023,IKK Südwest,1,474921,635268,1.65,ikk südwest,IKK Südwest,0.0086861961367152,0.0083033661803334,638004.0,0.0042883743675588,1.5,True,0.88,IKK Südwest,1.4433272837265578,0.023875495931729617,1
2025,IKK Südwest,1,483757,637499,3.25,ikk südwest,IKK Südwest,0.008627267636698,0.0083107683211806,641373.0,0.0060401669543307,1.65,True,0.893135562898681,,2.9382978723404256,0.0037750440002378635,1
2016,Kaufmännische Krankenkasse (KKH),1,1370730,1757714,1.2,kaufmännische krankenkasse (kkh),Kaufmännische Krankenkasse (KKH),0.0247842043106114,0.0251024844033035,1760407.0,0.0015297598793915,0.9,True,0.9904268034677264,,0.964970617772008,0.024991742259709744,1
2017,Kaufmännische Krankenkasse (KKH),2,1382921,1762718,1.5,kaufmännische krankenkasse (kkh),Kaufmännische Krankenkasse (KKH),0.024434688463925,0.0247893794537849,1756338.0,-0.0036325581977956,1.2,True,0.9954384925412364,,1.033628920873869,0.017742643726008617,1
2024,Kaufmännische Krankenkasse (KKH),1,1284924,1572916,1.98,kaufmännische krankenkasse (kkh),Kaufmännische Krankenkasse (KKH),0.0210185368501448,0.0217932204606422,1578773.0,0.0037098430236645,1.5,True,1.11,,1.6360739436619718,0.009987604385839255,1
2024,Kaufmännische Krankenkasse (KKH),3,1270736,1557907,3.28,kaufmännische krankenkasse (kkh),Kaufmännische Krankenkasse (KKH),0.0210185368501448,0.0217932204606422,1557511.0,-0.000254251815878,1.98,True,1.11,,1.7955281690140843,0.002249022721616171,1
2025,Kaufmännische Krankenkasse (KKH),1,1237307,1506335,3.78,kaufmännische krankenkasse (kkh),Kaufmännische Krankenkasse (KKH),0.0200003806040928,0.0208613277494944,1543628.0,0.0241593181776956,3.28,True,1.118240262389768,,2.9382978723404256,0.0012595258474277571,1
2016,Knappschaft,1,1415163,1701552,1.3,knappschaft,Knappschaft,0.023710678876089,0.0256620693617373,1711556.0,0.005844973813302,0.8,True,1.388837946429398,,0.964970617772008,0.016806678315849224,1
2021,Knappschaft,1,1268978,1511945,1.6,knappschaft,Knappschaft,0.0203798798552375,0.0218651129272654,1521087.0,0.0060101756178311,1.1,True,1.4,,1.2246601941747572,0.012629155898438554,1
2024,Knappschaft,1,1164111,1384289,2.2,knappschaft,Knappschaft,0.0180884172315154,0.0193311700588317,1395188.0,0.0078118504459614,1.6,True,1.45,KNAPPSCHAFT,1.6360739436619718,0.006375775357930834,1
2024,Knappschaft,3,1122659,1336136,2.7,knappschaft,Knappschaft,0.0180884172315154,0.0193311700588317,1349449.0,0.0098655080703309,2.2,True,1.45,KNAPPSCHAFT,1.7955281690140843,0.003639678262157109,1
2025,Knappschaft,1,1085065,1286166,4.4,knappschaft,Knappschaft,0.0169543336857528,0.0180295550675435,1314901.0,0.0218533562602811,2.7,True,1.466535530664286,,2.9382978723404256,0.0005091103030240177,1
2017,Koenig & Bauer BKK,1,9534,12329,0.9500000000000002,koenig & bauer bkk,Koenig & Bauer BKK,0.0001722442962102,0.0001716863932078,12372.0,0.0034755900420303,0.75,True,0.9586633999816268,,1.0274342306083823,0.06047707445086378,1
2018,Koenig & Bauer BKK,1,9534,12329,1.44,koenig & bauer bkk,Koenig & Bauer BKK,0.00016911142347,0.0001688376080999,12329.0,0.0,0.9500000000000002,True,0.974063836397331,,1.0326379835663764,0.03480455134446958,1
2025,Koenig & Bauer BKK,1,9338,11860,2.48,koenig & bauer bkk,Koenig & Bauer BKK,0.0001612605821038,0.0001603353950598,11860.0,0.0,1.44,True,1.046025153859895,,2.9382978723404256,0.010125260878423857,1
2023,KRONES BKK,1,14536,19755,0.9,krones bkk,KRONES BKK,0.0002742956490324,0.0002570387745689,19613.0,-0.0072400958547901,0.7,True,0.73,,1.4433272837265578,0.07502566366127898,1
2025,KRONES BKK,1,16390,22234,1.4,krones bkk,KRONES BKK,0.0003087198385392,0.0002849960725968,21940.0,-0.0134001823154056,0.9,True,0.7423451315521625,,2.9382978723404256,0.043046689450023934,1
2016,mhplus BKK,1,412775,570316,1.080753051786245,mhplus bkk,mhplus BKK,0.0081553778924552,0.0076571724404014,572275.0,0.0034231794154908,0.8850524881161692,True,0.7812281948281624,,0.964970617772008,0.049616411461102,1
2017,mhplus BKK,1,420214,575466,1.086046779986642,mhplus bkk,mhplus BKK,0.0080708237028202,0.0076293838784101,580361.0,0.0084344054821051,1.080753051786245,True,0.7936429291159515,,1.0274342306083823,0.0487521214268245,1
2021,mhplus BKK,1,413514,544579,1.28,mhplus bkk,mhplus BKK,0.007480300378207,0.0072882713219979,549523.0,0.0089968936696007,0.98,True,0.86,,1.2246601941747572,0.03783261951155876,1
2023,mhplus BKK,1,413715,534574,1.58,mhplus bkk,mhplus BKK,0.0072697907404558,0.0072019814998292,538528.0,0.0073422366153663,1.28,True,0.88,mhplus BKK,1.4433272837265578,0.026723749567897748,1
2024,mhplus BKK,4,417295,528445,2.56,mhplus bkk,mhplus BKK,0.0071695832242698,0.0071366670855148,532155.0,0.0069716529958376,1.58,True,0.9,mhplus BKK,2.0202699530516433,0.00863225209416229,1
2016,Novitas BKK,1,328896,427274,1.35,novitas bkk,Novitas BKK,0.0059351074092082,0.0059404148496332,429222.0,0.0045384439753787,0.9,True,1.076081241245246,,0.964970617772008,0.031025078355932052,1
2020,Novitas BKK,1,318860,408103,1.54,novitas bkk,Novitas BKK,0.0055641179479891,0.0055742006478718,409687.0,0.0038663662747414,1.34,True,1.087287814764629,,1.0725714285714285,0.02500428252374307,1
2024,Novitas BKK,1,314574,400752,1.7,novitas bkk,Novitas BKK,0.0054298658442268,0.0054302992696672,400409.0,-0.0008566241018558,1.54,True,1.12,Novitas BKK,1.6360739436619718,0.020418873345334505,1
2025,Novitas BKK,1,315984,400760,2.98,novitas bkk,Novitas BKK,0.0053965782848437,0.0053969728365094,401740.0,0.0024393886593319,1.7,True,1.11585667392493,,2.9382978723404256,0.004722004598157892,1
2016,pronova BKK,1,521002,686559,1.2,pronova bkk,pronova BKK,0.009601761651498,0.0094723093551918,690003.0,0.0049912826465971,0.9,True,1.046407077488557,,0.964970617772008,0.034377112027442494,1
2020,pronova BKK,1,510724,654627,1.5,pronova bkk,pronova BKK,0.008964799732832,0.0089765143714793,659115.0,0.0068091304248879,1.2,True,1.089704286811668,,1.0725714285714285,0.023998255179128986,1
2023,pronova BKK,1,505176,639654,1.7,pronova bkk,pronova BKK,0.0086515345616459,0.0087256515812775,643172.0,0.0054697654748651,1.5,True,1.13,pronova BKK,1.4433272837265578,0.018658527134162765,1
2024,pronova BKK,1,500545,631146,1.8,pronova bkk,pronova BKK,0.0084520004760816,0.0085278865555747,635690.0,0.0071481382434834,1.7,True,1.14,Pronova BKK,1.6360739436619718,0.016568348436780737,1
2024,pronova BKK,3,495482,625134,2.4,pronova bkk,pronova BKK,0.0084520004760816,0.0085278865555747,627074.0,0.003093733753911,1.8,True,1.14,Pronova BKK,1.7955281690140843,0.008362108847932676,1
2025,pronova BKK,1,488182,612945,3.2,pronova bkk,pronova BKK,0.0081923751733291,0.0082611668097571,622122.0,0.0147511259849354,2.4,True,1.142139950625441,,2.9382978723404256,0.0033269987670631156,1
2016,R+V Betriebskrankenkasse,1,115979,157207,1.0,r+v betriebskrankenkasse,R+V Betriebskrankenkasse,0.0022290630467875,0.0021350799300932,157822.0,0.0038967951236202,0.8,True,0.7047920298512784,,0.964970617772008,0.06559682804611877,1
2020,R+V Betriebskrankenkasse,1,118629,157089,1.2,r+v betriebskrankenkasse,R+V Betriebskrankenkasse,0.0021621705372392,0.0020961984597559,158566.0,0.0093147332971759,0.9,True,0.7604075744311994,,1.0725714285714285,0.05063826297873794,1
2023,R+V Betriebskrankenkasse,1,123150,160155,1.4,r+v betriebskrankenkasse,R+V Betriebskrankenkasse,0.0022010913821007,0.002165229036549,160233.0,0.0004867911104454,1.2,True,0.8,,1.4433272837265578,0.039400145828505644,1
2025,R+V Betriebskrankenkasse,1,133820,171050,2.96,r+v betriebskrankenkasse,R+V Betriebskrankenkasse,0.0023472997045879,0.0023230068272292,169216.0,-0.0108382186081694,1.4,True,0.8214180724809295,,2.9382978723404256,0.006557361168802137,1
2016,Salus BKK,1,119949,155606,0.7,salus bkk,Salus BKK,0.002311413942869,0.0023189699337467,153173.0,-0.0158840004439424,0.5,True,0.7753901408978354,,0.964970617772008,0.08615680299607387,1
2017,Salus BKK,1,132502,170619,0.9500000000000002,salus bkk,Salus BKK,0.0024132782450371,0.0024203927772477,168267.0,-0.0139777853054966,0.7,True,0.7826447420444795,,1.0274342306083823,0.06525787592436053,1
2020,Salus BKK,1,141092,180717,1.45,salus bkk,Salus BKK,0.0024280207617218,0.0024319216699049,180594.0,-0.0006810857503571,0.7899999999999999,True,0.8169092079424096,,1.0725714285714285,0.03655220365145062,1
2023,Salus BKK,1,132628,168481,1.59,salus bkk,Salus BKK,0.0022841652509875,0.0022960319827407,168951.0,0.002781871666933,1.45,True,0.88,Salus BKK,1.4433272837265578,0.029932628610842293,1
2025,Salus BKK,1,136462,172719,2.99,salus bkk,Salus BKK,0.0023583123202663,0.0023554452670172,171377.0,-0.0078306890656272,1.59,True,0.9142734758456263,,2.9382978723404256,0.005896598510026775,1
2016,SBK,1,776603,1045958,1.3,sbk,SBK,0.0145701810354961,0.0141289306922414,1042393.0,-0.0034200152917373,0.9,True,0.9050782799925182,,0.964970617772008,0.030327150304056888,1
2023,SBK,1,860238,1108820,1.5,sbk,SBK,0.0149874426617563,0.0148559000670188,1106955.0,-0.001684802001888,1.3,True,0.97,SBK,1.4433272837265578,0.022556391132044593,1
2024,SBK,1,866430,1110472,1.7,sbk,SBK,0.0150423041028554,0.0149563667554143,1111926.0,0.0013076409761081,1.5,True,0.98,SBK,1.6360739436619718,0.01780992760031036,1
2025,SBK,1,871470,1111771,2.9,sbk,SBK,0.015074726692199,0.0149938521913959,1112440.0,0.0006013807486246,1.7,True,0.986800441281612,,2.9382978723404256,0.004471265452100282,1
2016,SECURVITA BKK,3,148249,230161,1.4,securvita bkk,SECURVITA BKK,0.0032398550223412,0.0027045357237132,229343.0,-0.0035667101241372,1.1,True,0.672080315557002,,0.969799426470914,0.04231197884318925,1
2017,SECURVITA BKK,3,149547,230068,1.7,securvita bkk,SECURVITA BKK,0.003206364805769,0.0026889791580633,229878.0,-0.0008265253743289,1.4,True,0.6805436819660766,,1.0389386553871434,0.03007032015053386,1
2022,SECURVITA BKK,2,153847,223691,1.5,securvita bkk,SECURVITA BKK,0.0030505883476643,0.0026842099383321,222533.0,-0.0052037225939523,1.1,True,0.760648203615386,,1.2788659793814432,0.035536454869642374,1
2023,SECURVITA BKK,1,153755,221583,1.6,securvita bkk,SECURVITA BKK,0.0029936291097124,0.0026662972197913,221660.0,0.0003473788685373,1.5,True,0.76,,1.4433272837265578,0.031797332030008646,1
2024,SECURVITA BKK,1,154175,218974,2.2,securvita bkk,SECURVITA BKK,0.0028817147524842,0.0025935751025493,219713.0,0.0033634787199665,1.6,True,0.78,,1.6360739436619718,0.015893243995478746,1
2025,SECURVITA BKK,1,148286,208011,3.2,securvita bkk,SECURVITA BKK,0.0027966930506177,0.0025371471258256,210563.0,0.0121198881094969,2.2,True,0.7875535226484406,,2.9382978723404256,0.0050317465696802875,1
2016,SIEMAG BKK,1,13911,18613,1.0,siemag bkk,SIEMAG BKK,0.0002634946409325,0.0002563675249741,18623.0,0.0005369704129302,0.7,True,0.9745122329211118,,0.964970617772008,0.056498519379851064,1
2017,SIEMAG BKK,1,14254,18862,1.4,siemag bkk,SIEMAG BKK,0.0002667418563989,0.0002609690801728,18706.0,-0.0083395701913824,1.0,True,0.9879004961257652,,1.0274342306083823,0.0359472798690368,1
2019,SKD BKK,2,40398,54085,1.166666666666667,skd bkk,SKD BKK,0.0007267883415883,0.0006973940934351,54028.0,-0.0010550085141037,0.7,True,0.8886696149940347,,1.0014984709480124,0.049511599114750865,1
2019,SKD BKK,3,39924,53437,1.4,skd bkk,SKD BKK,0.0007267883415883,0.0006973940934351,54085.0,0.0119811407968937,1.166666666666667,True,0.8886696149940347,,1.0157798165137617,0.03823204221247513,1
2020,SKD BKK,1,37916,50390,1.7,skd bkk,SKD BKK,0.0006743447427638,0.0006516824396985,50758.0,0.0072500886559754,1.4,True,0.916840023935758,,1.0725714285714285,0.02677518451094023,1
2024,SKD BKK,1,36360,46996,1.49,skd bkk,SKD BKK,0.0006418367055419,0.0006339083617166,47059.0,0.0013387449797063,1.15,True,0.98,,1.6360739436619718,0.03238546588966898,1
2025,SKD BKK,1,37312,47997,2.48,skd bkk,SKD BKK,0.000655800897022,0.0006476639548086,47657.0,-0.0071343139517804,1.49,True,0.9916016031328588,,2.9382978723404256,0.0104242869941715,1
2020,Südzucker BKK,1,6979,8920,1.1,südzucker bkk,Südzucker BKK,0.0001224080360903,0.0001227447216184,8965.0,0.0050195203569436,0.9,True,1.06422458631727,,1.0725714285714285,0.047569027888813196,1
2025,Südzucker BKK,1,7111,8966,2.3,südzucker bkk,Südzucker BKK,0.0001222908552239,0.0001224489960353,8945.0,-0.0023476802683063,1.1,True,1.128435127630591,,2.9382978723404256,0.011700521956075,1
2019,TBK Thüringer Betriebskrankenkasse,1,12099,14600,0.9,tbk thüringer betriebskrankenkasse,TBK Thüringer Betriebskrankenkasse,0.0002020850361022,0.0002140590071985,14494.0,-0.0073133710500896,0.8,True,1.006489248877497,,0.9993577981651376,0.06164813417080068,1
2017,TUI BKK,1,12794,17670,1.1,tui bkk,TUI BKK,0.0002492086751397,0.0002325527671372,17659.0,-0.0006229118296619,0.9,True,0.7008549418360942,,1.0274342306083823,0.06177158985760646,1
2020,TUI BKK,1,13233,18082,1.25,tui bkk,TUI BKK,0.0002482277594081,0.0002326719464518,18206.0,0.0068109414478743,1.1,True,0.7112378934744659,,1.0725714285714285,0.05203053129185322,1
2022,TUI BKK,1,12845,17554,1.35,tui bkk,TUI BKK,0.0002413846267114,0.0002261240559301,17742.0,0.0105963251042723,1.25,True,0.7787804773395751,,1.2747422680412372,0.04435782480512291,1
2023,TUI BKK,1,12861,17415,1.5,tui bkk,TUI BKK,0.0002371931179723,0.0002238060725937,17544.0,0.0073529411764705,1.35,True,0.76,,1.4433272837265578,0.03807563966871634,1
2025,TUI BKK,1,12946,17289,2.5,tui bkk,TUI BKK,0.0002340380121548,0.0002233808251347,17423.0,0.0076909831831487,1.5,True,0.7774974883590766,,2.9382978723404256,0.01211356323304997,1
2016,VIACTIV Krankenkasse,1,596606,792386,1.7,viactiv krankenkasse,VIACTIV Krankenkasse,0.0107989616194157,0.0105670580946359,795114.0,0.0034309545549443,0.9,True,1.042425936901128,,0.964970617772008,0.01892724841489242,1
2021,VIACTIV Krankenkasse,1,560974,719863,1.6,viactiv krankenkasse,VIACTIV Krankenkasse,0.009898459388924,0.0098854534032051,720818.0,0.0013248836738261,1.2,True,1.1,,1.2246601941747572,0.02082284111287139,1
2024,VIACTIV Krankenkasse,2,577961,733040,1.99,viactiv krankenkasse,VIACTIV Krankenkasse,0.0098700787045414,0.0099079370476185,732224.0,-0.00111441307578,1.6,True,1.11,VIACTIV Krankenkasse,1.651637323943662,0.01320180055498674,1
2024,VIACTIV Krankenkasse,4,577704,728895,3.27,viactiv krankenkasse,VIACTIV Krankenkasse,0.0098700787045414,0.0099079370476185,728870.0,-3.429966935118746e-05,1.99,True,1.11,VIACTIV Krankenkasse,2.0202699530516433,0.003031099516247286,1
2016,vivida BKK,1,282407,385256,1.1,vivida bkk,vivida bkk,0.0054794889039471,0.0052192772219857,382400.0,-0.0074686192468619,0.8,True,0.8243785023445703,,0.964970617772008,0.05011116414016675,1
2017,vivida BKK,2,289703,392059,1.3,vivida bkk,vivida bkk,0.005443305350525,0.0052028684481635,390642.0,-0.0036273621371997,1.1,True,0.8362651243545439,,1.033628920873869,0.039703858392017254,1
2023,vivida BKK,1,272984,350903,1.4,vivida bkk,vivida bkk,0.004739929708128,0.0047205833527659,352665.0,0.0049962428933974,1.3,True,0.94,Vivida BKK,1.4433272837265578,0.03330439773548815,1
2024,vivida BKK,1,273294,347657,1.7,vivida bkk,vivida bkk,0.0046256137786512,0.0046372157563954,348251.0,0.0017056663153874,1.4,True,0.96,Vivida BKK,1.6360739436619718,0.023440346772626953,1
2024,vivida BKK,3,269693,343090,2.49,vivida bkk,vivida bkk,0.0046256137786512,0.0046372157563954,344006.0,0.0026627442544606,1.7,True,0.96,Vivida BKK,1.7955281690140843,0.00953412802420184,1
